"","datetime","Streamflow_mm_day"
"153",2021-11-10,7.84999038097905e-05
"154",2021-11-11,4.61956848858763e-05
"155",2021-11-12,2.02146899342706e-05
"156",2021-11-13,1.36229432165736e-05
"157",2021-11-14,5.3612873303935e-06
"158",2021-11-15,1.66990916848322e-06
"159",2021-11-16,1.04589047920791e-05
"160",2021-11-17,1.0722574660787e-05
"161",2021-11-18,1.35350532603377e-05
"162",2021-11-19,7.91009606123631e-06
"163",2021-11-20,1.17772541356185e-05
"164",2021-11-21,1.27440436542141e-05
"165",2021-11-22,5.09761746168562e-06
"166",2021-11-23,2.19724890589897e-06
"167",2021-11-24,2.81247859955069e-06
"168",2021-11-25,1.75779912471918e-06
"169",2021-11-26,2.46091877460685e-06
"170",2021-11-27,1.58201921224726e-06
"171",2021-11-28,8.3495458424161e-06
"172",2021-11-29,9.75578514219145e-06
"173",2021-11-30,5.88862706780925e-06
"174",2021-12-01,4.9218375492137e-06
"175",2021-12-02,1.05467947483151e-06
"176",2021-12-03,7.03119649887672e-06
"177",2021-12-04,2.53123073959562e-05
"178",2021-12-05,2.53123073959562e-05
"179",2021-12-06,2.53123073959562e-05
"180",2021-12-07,2.53123073959562e-05
"181",2021-12-08,2.53123073959562e-05
"182",2021-12-09,2.53123073959562e-05
"183",2021-12-10,3.83301886297134e-05
"184",2021-12-11,2.52244174397202e-05
"185",2021-12-12,2.53123073959562e-05
"186",2021-12-13,0.000660279948284544
"187",2021-12-14,0.776998263714679
"188",2021-12-15,0.258355565819918
"189",2021-12-16,0.803904719547966
"190",2021-12-17,0.378809817137227
"191",2021-12-18,0.182865254671278
"192",2021-12-19,0.0912309159810321
"193",2021-12-20,0.0423781690848028
"194",2021-12-21,0.019042980864769
"195",2021-12-22,0.044540443593722
"196",2021-12-23,2.66146027365023
"197",2021-12-24,15.3270981928891
"198",2021-12-25,13.427196752265
"199",2021-12-26,8.45616693601082
"200",2021-12-27,19.6210300002365
"201",2021-12-28,4.9116215843685
"202",2021-12-29,1.76459598710205
"203",2021-12-30,1.25280840947879
"204",2021-12-31,1.35728628631964
"205",2022-01-01,1.02666086889292
"206",2022-01-02,0.60460645715023
"207",2022-01-03,0.424062272614624
"208",2022-01-04,0.40626683507031
"209",2022-01-05,0.345908572459524
"210",2022-01-06,0.332196275734571
"211",2022-01-07,0.250920559799111
"212",2022-01-08,0.186910136499021
"213",2022-01-09,0.151645881036884
"214",2022-01-10,0.136078047451421
"215",2022-01-11,0.117622547968457
"216",2022-01-12,0.103788323139663
"217",2022-01-13,0.0904180960887149
"218",2022-01-14,0.0759259790950963
"219",2022-01-15,0.0592537947258825
"220",2022-01-16,0.0549643010904852
"221",2022-01-17,0.0463640592324117
"222",2022-01-18,0.0401665872590847
"223",2022-01-19,0.0326530038963732
"224",2022-01-20,0.0277460136971791
"225",2022-01-21,0.0272732381267464
"226",2022-01-22,0.0200155720137341
"227",2022-01-23,0.0199075432215945
"228",2022-01-24,0.0200702086940894
"229",2022-01-25,0.0172805624397685
"230",2022-01-26,0.0346174892893047
"231",2022-01-27,0.019209927005517
"232",2022-01-28,0.00884741424956616
"233",2022-01-29,0.0020861349645178
"234",2022-01-30,0.0014104612739071
"235",2022-01-31,0.000509180515908361
"236",2022-02-01,0.000143434827180874
"237",2022-02-02,1.45897327351692e-05
"238",2022-02-03,1.40623929977534e-06
"239",2022-02-04,7.03119649887672e-07
"240",2022-02-05,7.91009606123631e-07
"241",2022-02-06,0.00111267298957864
"242",2022-02-07,0.000541056069201327
"243",2022-02-08,3.92855007835629e-06
"244",2022-02-09,1.58201921224726e-06
"245",2022-02-10,3.8671580743822e-06
"246",2022-02-11,1.06953823530909e-05
"247",2022-02-12,1.24008799287206e-05
"248",2022-02-13,7.01794752274579e-06
"249",2022-02-14,2.68581229025804e-05
"250",2022-02-15,5.27339737415754e-06
"251",2022-02-16,7.03119649887672e-07
"252",2022-02-17,7.03119649887672e-07
"253",2022-02-18,6.1390479603862e-06
"254",2022-02-19,1.23876309525896e-05
"255",2022-02-20,6.64651423360555e-06
"256",2022-02-21,1.4941292560113e-06
"257",2022-02-22,6.50385676146097e-06
"258",2022-02-23,1.9335790371911e-06
"259",2022-02-24,1.66990916848322e-06
"260",2022-02-25,2.81247859955069e-06
"261",2022-02-26,2.28513886213493e-06
"262",2022-02-27,2.72458864331473e-06
"263",2022-02-28,4.2054689231951e-06
