"","datetime","Rainfall_mm_daily","AirTemp_C_Max","AirTemp_C_Min","AirTemp_C_Mean","PET_Tmean_mm_day"
"890",2022-03-22,0,25.3,15.3,19.2270833333333,2.72665903212451
"891",2022-03-23,0,24.3,16.2,19.6673611111111,2.80785486635919
"892",2022-03-24,0,24.1,16.2,19.1152777777778,2.72734053562074
"893",2022-03-25,0,24.4,14.4,18.0777777777778,2.57343924148717
"894",2022-03-26,0,21.5,10.4,16.3090277777778,2.32242265393066
"895",2022-03-27,6.001,16.3,6.6,11.1902777777778,1.69957065806421
"896",2022-03-28,9.265,12.4,5.1,7.92083333333333,1.38407904915095
"897",2022-03-29,0.102,16.2,5.3,8.71805555555556,1.46199636051367
"898",2022-03-30,0.238,14.4,4,7.16041666666667,1.32624743218551
"899",2022-03-31,0,16.4,6.1,11.0763888888889,1.71013057799589
"900",2022-04-01,0,20.4,10.8,14.3944444444444,2.1088917802877
"901",2022-04-02,0,21.5,12.8,16.4222222222222,2.39355732465081
"902",2022-04-03,0,21.8,7.3,15.1354166666667,2.22114972731165
"903",2022-04-04,0,17.9,5.4,10.9298611111111,1.71677216432748
"904",2022-04-05,0,19.3,7.6,12.73125,1.9280609407796
"905",2022-04-06,0,27.4,13.7,19.8041666666667,2.96532374941188
"906",2022-04-07,0,30.7,18.3,23.9680555555556,3.78312923734165
"907",2022-04-08,0,27.9,14.1,22.325,3.45504764817732
"908",2022-04-09,0,20.7,12.4,15.84375,2.36393561164521
"909",2022-04-10,0,16.7,3.9,10.4361111111111,1.69615157207256
"910",2022-04-11,27.71,7.5,1,3.70277777777778,1.09694392394697
"911",2022-04-12,0,8.9,-0.3,3.525,1.08729776735696
"912",2022-04-13,0,12.3,1.1,5.70833333333333,1.26121245554848
"913",2022-04-14,6.613,8.5,4.4,6.53611111111111,1.33578230801835
"914",2022-04-15,1.938,17.3,6.6,10.1756944444444,1.69423678995344
"915",2022-04-16,9.435,14.6,7.3,9.53125,1.63102593357153
"916",2022-04-17,0,17.1,5.5,10.7715277777778,1.76999005346166
"917",2022-04-18,0,17.2,3.9,10.3465277777778,1.72812088663767
"918",2022-04-19,0.153,15,6.3,9.52916666666667,1.6453704286194
"919",2022-04-20,0.969,16.1,4.7,9.62222222222222,1.66000054163469
"920",2022-04-21,8.109,11.5,5.3,7.44027777777778,1.44661346585036
"921",2022-04-22,0.408,11.6,4.3,6.59305555555556,1.37278465539731
"922",2022-04-23,0.221,18.2,6.1,11.4729166666667,1.8824301649526
"923",2022-04-24,0.136,20.1,12.1,15.6222222222222,2.43909125002502
"924",2022-04-25,0.051,20.9,8.4,15.2993055555556,2.39833121068189
"925",2022-04-26,0,15.9,5.8,10.5430555555556,1.79007617352547
"926",2022-04-27,0,16.6,3.5,9.24236111111111,1.6523288634471
"927",2022-04-28,0,11.7,3.2,6.52152777777778,1.38921777950111
"928",2022-04-29,0,19.2,8,13.3152777777778,2.14648866984713
"929",2022-04-30,0,17.6,4.5,12.0715277777778,1.99194701798713
"930",2022-05-01,0,19.1,4.1,12.0368055555556,1.99279611960174
"931",2022-05-02,0,15.3,6.8,10.3944444444444,1.80165563710364
"932",2022-05-03,0,21,10.3,15.2055555555556,2.43563473062718
"933",2022-05-04,0,26.4,15.5,19.9680555555556,3.24558448039442
"934",2022-05-05,0,19.5,10.6,15.6555555555556,2.51564938698202
"935",2022-05-06,0.153,21.4,9.4,14.4340277777778,2.34068626079342
"936",2022-05-07,0,15.4,4.3,8.6875,1.63565462298305
"937",2022-05-08,0,9.5,3,5.12708333333333,1.29953254042054
"938",2022-05-09,0.272,11.7,2.4,5.34722222222222,1.3216676443047
"939",2022-05-10,0.272,11.6,1.9,5.28402777777778,1.31915663225557
"940",2022-05-11,0,14.9,2.7,7.66111111111111,1.54489207294958
"941",2022-05-12,0,15.5,3.4,9.15555555555556,1.70483704869182
"942",2022-05-13,0,22,9.6,15.5069444444444,2.53926396949501
"943",2022-05-14,0,26.1,14.1,19.8833333333333,3.30447673426337
"944",2022-05-15,0,22.3,10.8,18.2368055555556,3.00457441139003
"945",2022-05-16,0,20.3,6.8,12.7277777777778,2.15389004594574
"946",2022-05-17,0,23.8,9.4,17.0118055555556,2.80383420594752
"947",2022-05-18,0,28.4,16.8,23.1708333333333,4.0294967632836
"948",2022-05-19,0,24.3,11.3,20.1277777777778,3.38567420958066
"949",2022-05-20,0,20.6,10.1,14.6708333333333,2.44688530594146
"950",2022-05-21,0,24.5,14.3,18.3986111111111,3.06880425051247
"951",2022-05-22,0,25.3,16.5,19.9479166666667,3.36842863756726
"952",2022-05-23,0,26.8,15.1,20.9875,3.58533985220449
"953",2022-05-24,0,32,19.7,25.2277777777778,4.57647700033293
"954",2022-05-25,0,32.1,22.5,26.2166666666667,4.84487538356491
"955",2022-05-26,0,23.8,10.4,18.9131944444444,3.19025780960281
"956",2022-05-27,0,21.8,10.2,14.8833333333333,2.50795039285322
"957",2022-05-28,0,19.1,8.2,12.5805555555556,2.17915738032525
"958",2022-05-29,0.102,20.2,7.1,12.6715277777778,2.19462952734558
"959",2022-05-30,0,20.6,7.6,14.3277777777778,2.43439119478793
"960",2022-05-31,0,23.9,11.7,17.6041666666667,2.97242220709755
"961",2022-06-01,0,28.6,17.5,22.3472222222222,3.93005131188529
"962",2022-06-02,0,25.5,13.3,19.5479166666667,3.34360649312422
"963",2022-06-03,0,21.4,11.5,16.4583333333333,2.78487526645642
"964",2022-06-04,0,20.7,11,15.6548611111111,2.65563492593101
"965",2022-06-05,0.34,23.1,13.4,16.3743055555556,2.77668504024106
