"","datetime","Streamflow_mm_day"
"293",2021-12-27,4.3997178459987
"294",2021-12-28,3.11459254755405
"295",2021-12-29,1.82110630556475
"296",2021-12-30,1.19225923696769
"297",2021-12-31,1.24348425304312
"298",2022-01-01,1.32297033638942
"299",2022-01-02,0.988460547044851
"300",2022-01-03,0.765548494330456
"301",2022-01-04,0.626861894737969
"302",2022-01-05,0.526923722439379
"303",2022-01-06,0.471058660387365
"304",2022-01-07,0.423693626816381
"305",2022-01-08,0.367553303668483
"306",2022-01-09,0.31150275532763
"307",2022-01-10,0.271085115757399
"308",2022-01-11,0.240021607488903
"309",2022-01-12,0.219828358555903
"310",2022-01-13,0.205661683770147
"311",2022-01-14,0.187654980652543
"312",2022-01-15,0.168343780626548
"313",2022-01-16,0.15864876866404
"314",2022-01-17,0.144969841541355
"315",2022-01-18,0.138470392803682
"316",2022-01-19,0.128444243512771
"317",2022-01-20,0.121812530410841
"318",2022-01-21,0.120188021123528
"319",2022-01-22,0.118154922970158
"320",2022-01-23,0.107992179505452
"321",2022-01-24,0.108100988416003
"322",2022-01-25,0.101761290157777
"323",2022-01-26,0.0968718865459854
"324",2022-01-27,0.0909153884998518
"325",2022-01-28,0.0838491793380786
"326",2022-01-29,0.0798657877403515
"327",2022-01-30,0.0744159524891143
"328",2022-01-31,0.0729124997457256
"329",2022-02-01,0.0711556767834182
"330",2022-02-02,0.0713860797948683
"331",2022-02-03,0.0723690954577348
"332",2022-02-04,0.0651403782039106
"333",2022-02-05,0.0653305722463194
"334",2022-02-06,0.064742466512323
"335",2022-02-07,0.0634365266093375
"336",2022-02-08,0.0638678037872779
"337",2022-02-09,0.0631017002620029
"338",2022-02-10,0.0643733806099687
"339",2022-02-11,0.0647030130641985
"340",2022-02-12,0.060629957004821
"341",2022-02-13,0.060123624821033
"342",2022-02-14,0.0617540708395226
"343",2022-02-15,0.0565110503090806
"344",2022-02-16,0.0573624597182488
"345",2022-02-17,0.0549634391431587
"346",2022-02-18,0.0562015253062055
"347",2022-02-19,0.0572357734420512
"348",2022-02-20,0.0580886618613628
"349",2022-02-21,0.0560294258128857
"350",2022-02-22,0.0747505500029615
"351",2022-02-23,0.0652210750368993
"352",2022-02-24,0.0619970554071558
"353",2022-02-25,0.0600762241206121
"354",2022-02-26,0.0572122109989838
"355",2022-02-27,0.0554415178034972
"356",2022-02-28,0.055588141531521
"357",2022-03-01,0.0574250633512759
"358",2022-03-02,0.0591654443494285
"359",2022-03-03,0.0600168537585967
"360",2022-03-04,0.0623931281358056
"361",2022-03-05,0.0650630059628913
"362",2022-03-06,0.0587982159381929
"363",2022-03-07,0.0596514828384799
"364",2022-03-08,0.0636618996882349
"365",2022-03-09,0.0635264415441352
"366",2022-03-10,0.0555629550100751
"367",2022-03-11,0.0505402077519517
"368",2022-03-12,0.0537431793645982
"369",2022-03-13,0.0532864421586315
"370",2022-03-14,0.0490186624917479
"371",2022-03-15,0.0571507745651266
"372",2022-03-16,0.0498701007128569
"373",2022-03-17,0.046869935376607
"374",2022-03-18,0.0451100028261401
"375",2022-03-19,0.0550321911577613
"376",2022-03-20,0.0497334086683373
"377",2022-03-21,0.0463769973005362
"378",2022-03-22,0.0455552727263413
"379",2022-03-23,0.0468099753353115
"380",2022-03-24,0.0417692426658123
"381",2022-03-25,0.03913013636891
"382",2022-03-26,0.0369241882291518
"383",2022-03-27,0.0367877254026234
"384",2022-03-28,0.100667615187246
"385",2022-03-29,0.0536064301538664
"386",2022-03-30,0.0534746398762842
"387",2022-03-31,0.0555759759648962
"388",2022-04-01,0.0499996806420044
"389",2022-04-02,0.0466826973871671
"390",2022-04-03,0.0420027631769047
"391",2022-04-04,0.0383580044162042
"392",2022-04-05,0.037092387343251
"393",2022-04-06,0.0337715716617079
"394",2022-04-07,0.0296674110268525
"395",2022-04-08,0.0245841023466089
"396",2022-04-09,0.0226568834967079
"397",2022-04-10,0.0185808966161781
"398",2022-04-11,0.0932639646840774
"399",2022-04-12,0.0543908078801494
"400",2022-04-13,0.0530020015494575
"401",2022-04-14,0.0758675171571222
"402",2022-04-15,0.0835064370556727
"403",2022-04-16,0.113841091526209
"404",2022-04-17,0.0720210654891984
"405",2022-04-18,0.0695130558324595
"406",2022-04-19,0.0643673330167331
"407",2022-04-20,0.0583994584190353
"408",2022-04-21,0.1594685763014
"409",2022-04-22,0.139546430089184
"410",2022-04-23,0.107050938879685
"411",2022-04-24,0.0944466993182655
"412",2022-04-25,0.0733090803213372
"413",2022-04-26,0.0587599407089945
"414",2022-04-27,0.0599671399030563
"415",2022-04-28,0.0627707276044756
"416",2022-04-29,0.0674233321925922
"417",2022-04-30,0.0636790688374117
"418",2022-05-01,0.06358728166237
"419",2022-05-02,0.0559262228243707
"420",2022-05-03,0.0570446613950469
"421",2022-05-04,0.0476801573832108
"422",2022-05-05,0.0396829210386794
"423",2022-05-06,0.0392476776950078
"424",2022-05-07,0.0377471153910841
"425",2022-05-08,0.0402545503153183
"426",2022-05-09,0.0491466394263949
"427",2022-05-10,0.0492325359248195
"428",2022-05-11,0.0548378789545748
"429",2022-05-12,0.0587608326574396
"430",2022-05-13,0.0638471095384798
"431",2022-05-14,0.0581498897144971
"432",2022-05-15,0.0510077872228956
"433",2022-05-16,0.0431192389243991
"434",2022-05-17,0.0404761023418994
"435",2022-05-18,0.0366716722693822
"436",2022-05-19,0.033270387909599
"437",2022-05-20,0.0283204564231521
"438",2022-05-21,0.0238226698118448
"439",2022-05-22,0.0176445705277094
"440",2022-05-23,0.0122210862488481
"441",2022-05-24,0.0081162983606812
"442",2022-05-25,0.00394682958389314
"443",2022-05-26,0.0023685513110825
"444",2022-05-27,0.00111203529870889
"445",2022-05-28,0.000444360722691251
"446",2022-05-29,0.000297858274227384
"447",2022-05-30,0.000139656477459014
"448",2022-05-31,0.000102709549794104
"449",2022-06-01,5.82733800349556e-05
"450",2022-06-02,3.08128256894145e-05
"451",2022-06-03,3.18113913019796e-05
"452",2022-06-04,3.23106741082622e-05
"453",2022-06-05,1.06988978088245e-07
